mean_x,max_x,min_x,std_x,var_x,ske_x,zcr_x,mean_y,max_y,min_y,std_y,var_y,ske_y,zcr_y,mean_z,max_z,min_z,std_z,var_z,ske_z,zcr_z,handwash
-0.10959573730799999,0.11687948,-0.70337415,0.263255342329332,0.0693033752649338,-1.3411904256112517,1,-0.31453263884599997,0.11604724,-0.9790446,0.2275507090170571,0.051779325174165385,-0.4285178302444603,5,0.14557104704,0.49355033,-0.11791146,0.1734892063755042,0.03009850472880228,0.5466460104015682,1,True
0.11905262052400001,0.38532612,-0.094042875,0.13602819907208294,0.01850367094279424,0.31304653925542936,3,-0.6897613744,0.23003054,-1.8600183,0.6049252328104179,0.3659345372907382,-0.3600570543360525,5,-0.037334854960000004,0.16438362,-0.15093465,0.07526090357470164,0.005664203606880537,0.5836918829305762,4,True
0.05767208546,0.35762924,-0.36462003,0.19364016339186707,0.03749651287842898,-0.7485435974163047,5,-0.8636977604,-0.056525595,-3.3950644,0.9886145681720836,0.9773587644020754,-1.473145858311297,4,-0.28402879054,-0.030559773,-0.74109113,0.22676940458841885,0.051424362857386,-0.6811938289201988,2,True
-0.0399274408586,0.40023983,-0.57447714,0.2339497972554521,0.05473250763586713,-0.12648324006514886,5,0.431876838636,2.0186095,-1.2070112,0.7573451481622597,0.5735716734449151,-0.11542332738916106,6,-0.03194461639,0.39767653,-0.305398,0.1718617670575912,0.02953646697615774,0.6220791085349185,7,True
-0.21729396786,0.09770472,-0.5936519,0.2447904109091275,0.05992234527305947,-0.0837488660576095,3,-0.07280283515199999,1.3208613,-1.1260511,0.7378446178832258,0.5444146801392434,0.4082211759631482,3,-0.005355617519999994,0.70234215,-0.7879628000000001,0.4596512438653076,0.21127926598692445,-0.2609715203853644,1,True
0.05253750765999999,2.3954802,-2.2799654,1.1597943014017826,1.3451228215640492,0.006678768486402614,7,-0.3039439109,1.4146045,-1.4914367,0.7528252871643365,0.5667459129940657,0.2493419980344865,6,-0.12560266620000002,0.7364305999999999,-0.44388238,0.2731492116636594,0.07461049183247861,1.4130033065964314,7,True
-0.07836218360000001,3.1251862,-2.7998145,1.9779645823559704,3.9123438890546267,0.008329066953765731,8,-0.03707386616,1.9312578,-1.4498913999999998,0.6743728313571667,0.4547787156726817,0.2041950396449914,14,0.15198393994599999,1.688777,-0.61752045,0.4757573935510255,0.2263450975184654,1.1633604271494349,11,True
-0.16616129412,3.6631448,-3.1087413,2.3882960867967977,5.7039581982088965,0.23170399308267803,10,0.029995181400000005,1.3687983,-1.7598834,0.8174597731116515,0.6682404806557528,-0.6297957003769566,18,-0.008828379600000009,0.78649807,-0.82950807,0.3787534720333998,0.14345419257735534,-0.08315165987237327,9,True
0.06781339260000002,4.039183,-3.740443,2.548666263353752,6.495699721957574,0.06053672742706603,10,-0.10273676747999998,1.7895776,-2.5971813,1.1036954487492834,1.2181436435898818,-0.5641218086802603,16,0.0473536666,0.95480984,-0.77731013,0.4496877185382371,0.20221904420412468,0.16260671306414648,11,True
-0.24639699954000005,3.9614189,-3.5945017,2.223578240291304,4.9443001906969695,0.30744701112192746,10,0.15893478628,1.8886472,-1.7513613,0.9589153385438768,0.9195186264947176,-0.3730792147951913,18,-0.08439823526000001,0.62138206,-0.93496925,0.3819762512702762,0.14590585653449314,0.2549445734693066,13,True
0.2556621302,3.8953724,-3.4442995,1.6725563153497152,2.797444628016215,0.14394428325885444,8,-0.18612566994000002,1.9195399,-1.56494,0.7690993501115105,0.5915138103419478,0.6463071668387781,7,0.11657454992,0.95480984,-0.3650528,0.3537847020954384,0.12516361543675808,0.5423666912933797,10,True
0.142935848414,1.859652,-2.4663868,0.9231151559150887,0.8521415910801385,-0.6191734222613888,9,0.56644104422,7.2511883,-8.849217999999997,3.921423273459859,15.377560489632636,-0.5809261053203021,6,0.007683218959999998,0.766258,-0.9765146,0.4181335788291245,0.17483568974445166,-0.6040464676493801,7,True
-0.09576860390000001,1.4985274,-0.8642291,0.5628208849914433,0.31676734858255146,0.9499975735059784,4,0.4985836839600001,6.163553,-5.957025,2.931379709706801,8.592987002480731,-0.3726581765533693,8,0.02962766358,0.8003465,-0.65587,0.3870050338328688,0.1497728962119799,0.01930276157476674,10,True
0.32481910026599997,2.6021414000000003,-2.1116538,1.1078275187768103,1.227281811359184,-0.14652233247989296,7,-0.77342722992,1.8439062,-7.645469,2.1697478418904987,4.707805697388476,-1.9349353861847116,6,0.16753680038,0.52018195,-0.30646327,0.2083709071347737,0.043418434940168484,-0.3755686754718209,11,True
-0.1434072288,0.016744625,-0.2793989,0.08115484001277523,0.00658610805749914,0.020047823658069643,4,0.49323607486,1.7693377,-2.3819978,1.0221273025222226,1.044744222561355,-1.5356222077744317,4,0.044626589566,0.2006026,-0.067844026,0.061497956815618676,0.003781998692495699,0.4496522548509378,7,True
0.1105944223088,0.48013467,-0.053562827,0.1734796812385603,0.030095199802632488,1.058343399761211,1,-0.28986111434,0.22896527,-1.1803795,0.3817067005552999,0.14570000524881338,-0.4925654833835945,7,-0.031284153902,0.18355837,-0.15093465,0.0985191703367377,0.009706026923839137,0.7562562111661263,3,True
