ACC_X,ACC_Y,ACC_Z
8.899248,-4.357447,0.36870706
8.8884735,-4.608838,0.40581718
8.789114,-4.6806645,0.015562311
9.130288,-4.662708,0.16400282
8.842984,-5.055357,0.1448492
8.817844,-5.069722,0.035913024
8.558074,-5.09127,0.30166942
8.409634,-5.4779334,0.12210429
8.118738,-5.627571,0.4285621
8.033744,-5.566519,0.36990416
8.021772,-4.8817773,-0.059855044
8.306683,-4.973954,-0.12090719
8.376115,-5.009867,-0.5530606
8.900445,-4.6100354,-0.81283146
8.668207,-3.6643257,-0.2896984
7.9571295,-3.0358477,0.19752164
7.9212165,-3.0909145,0.49559975
7.9607205,-2.8407204,-0.17238252
9.188946,-2.719813,-0.6548142
9.791088,-2.6922798,-0.5506664
9.375694,-2.396596,-0.22744916
9.563639,-2.5103204,-0.15442601
9.455899,-2.8179753,-0.30645782
9.169792,-2.6982653,-0.17118542
9.17099,-2.669535,-1.0043676
9.260772,-2.5617957,-1.745373
9.36492,-2.6204538,-1.3395559
9.442732,-3.311181,-0.7218518
9.491813,-3.193865,-0.62728083
9.500193,-2.813187,-1.1839328
9.431957,-2.9376855,-1.7118542
9.64983,-3.2190042,-1.6711528
9.266758,-2.9783869,-1.246182
8.977059,-2.908955,-0.9816227
10.0029745,-3.2968156,-0.5554548
9.076419,-3.6774938,0.16280572
7.633912,-3.6727054,0.45489833
7.3992805,-3.3435028,0.15203181
8.86932,-3.2944214,-0.44771573
8.836999,-4.2916064,-0.9959879
8.025364,-5.1702785,-0.095768064
7.9667063,-4.6818614,-1.0845734
7.1383123,-4.5801077,-2.4744074
8.438364,-5.8023477,-4.1264067
9.973047,-7.5764513,-5.1918263
11.377247,-8.965088,-4.9416323
7.654263,-5.398925,-3.930082
9.667787,-6.4392056,-5.410896
8.537724,-4.6399627,-3.8235402
7.762002,-1.6950948,-3.1723173
7.231686,-0.5231331,0.18315643
5.6120086,0.025139118,4.7907977
5.971139,-0.985214,4.2796354
7.5405383,-4.1922474,1.4927847
7.2065473,-2.9604304,-0.30166942
7.6267295,-4.808754,-3.8833952
10.126276,-8.431181,-7.976283
11.522096,-11.486182,-8.428787
10.8182,-11.5616,-7.53575
5.659893,-5.068525,-5.7808
9.572019,-6.4188547,-4.1299977
8.104373,-5.7269306,-3.052607
8.622718,-2.1045034,-2.3582888
9.424775,-0.89662856,-1.2318168
9.151836,0.14963761,0.52073884
7.275979,1.5071499,1.9321208
6.8103065,1.0714053,0.39863458
6.9862804,-0.6667852,-0.6356605
7.028179,-0.7194576,-2.0135236
6.7013707,-2.56419,-3.6164417
8.231265,-4.63278,-5.637148
10.17416,-6.945579,-6.951565
11.801021,-11.299435,-7.4723034
7.9511437,-8.632295,-5.1463366
7.0820484,-4.253299,-2.1057005
9.424775,-9.048885,-2.112883
9.040505,-7.2747817,-1.9333179
8.579621,-3.039439,-1.8602947
8.498219,-1.8375498,-1.5646108
7.101202,-0.40581718,0.05746084
7.0186024,-0.36032736,0.17238252
8.881291,-3.2561142,0.1316811
6.467936,-2.5115175,-0.5398925
7.9367785,-2.8263552,-1.7729063
8.360553,-4.735731,-3.6942532
8.273164,-5.66109,-6.247669
9.379285,-7.005434,-7.4806833
8.08881,-6.969521,-7.6494746
7.0449386,-4.1000705,-5.852626
7.477092,-2.4037786,-3.442862
9.598354,-3.7792473,-2.3175871
8.052897,-2.6779146,-1.0618285
7.5932107,-2.292448,-1.1348516
7.9367785,-2.4672248,-1.6843209
8.544906,-2.634819,-2.6635494
9.179369,-3.3614593,-2.1092918
9.471462,-4.0306387,-0.81043726
9.202114,-5.103241,-0.24301147
9.050082,-5.7640405,-0.61291564
9.214086,-6.145916,-1.2449849
8.86932,-5.849035,-1.4401124
8.423999,-5.3247046,-1.2880806
7.9942393,-5.118803,-0.93972415
8.231265,-5.1200004,-0.51954174
7.675811,-4.867412,-0.5243302
7.0784574,-4.722563,-0.80804306
8.061277,-4.6662993,-1.353921
9.255983,-4.035427,-1.899799
9.4295635,-3.2225955,-2.079364
9.180567,-3.0992942,-2.1883004
8.9602995,-3.1986535,-1.7681179
8.807071,-3.2740707,-1.2808979
8.910022,-3.4596214,-1.5275006
9.172187,-3.752911,-1.8459295
9.077616,-4.214992,-2.0087352
9.782708,-4.8614264,-2.0254946
9.340978,-4.7884035,-1.7645266
9.038112,-4.8781857,-1.5251064
8.461109,-6.171055,1.7836803
8.75799,-4.6962266,-1.2126632
8.955511,-4.7860093,-1.340753
7.991845,-4.793192,-0.6835446
7.217321,-4.201824,-1.0965444
7.9224133,-4.735731,-0.5470751
8.607155,-3.8786068,-0.6404489
7.9966335,-3.5194764,-0.1376666
8.036138,-3.1304188,-0.24301147
8.305486,-2.743755,-0.5638345
7.9451585,-2.3570917,-0.1388637
8.588001,-2.2254105,-0.029927522
8.678981,-1.9776106,-0.37349546
8.941146,-1.8339585,-0.415394
9.385271,-2.2948422,-0.3878607
9.518148,-2.6192567,-0.33638534
9.576807,-2.7281928,-0.51355624
9.299079,-2.8886044,-0.56982
9.446322,-3.3075895,-0.6955156
9.295488,-3.7684734,-0.8487445
9.543288,-4.1359835,-0.7469909
9.398438,-4.4939165,-1.6304513
9.425972,-5.3462524,-1.9321208
8.651448,-5.705383,-2.2182279
7.9152308,-5.011064,-2.6862943
6.2129536,-5.801151,-1.5658079
7.153875,-6.319495,-1.6376339
9.303867,-5.7879825,-1.982399
8.880095,-5.8454432,-2.1667526
8.962694,-5.8083334,-2.5330653
9.202114,-5.567716,-2.9939492
9.619903,-5.33069,-3.2668881
9.054871,-5.2768207,-3.1268275
9.2787285,-4.6339774,-1.970428
8.407239,-4.501099,-0.23463176
7.3645644,-4.746505,0.04309563
7.619547,-4.510676,-0.18914193
7.5932107,-4.449624,-0.5386954
7.8948803,-4.285621,-0.90261406
8.093599,-4.0533834,-0.8858546
8.307879,-4.343082,-1.127669
7.917625,-4.5262384,-1.5933412
8.730456,-4.7860093,-1.9045875
8.488642,-4.799177,-1.5729905
8.573636,-5.2875943,-1.5023615
8.6334915,-5.675455,-1.5885528
8.8777,-5.6922145,-1.472434
8.688558,-5.529409,-1.0378864
8.477868,-5.439626,-0.6739678
8.582016,-5.4551888,-0.01436521
7.7464395,-5.2241483,1.863886
7.445967,-5.0014873,0.5231331
9.260772,-5.1798553,-0.6607997
9.622296,-4.6471453,-1.3359646
9.180567,-4.212598,-1.0833763
8.615535,-4.3658266,-0.09816227
8.901642,-4.5262384,0.2813187
8.910022,-3.846285,-0.30526072
8.311471,-3.5362358,-0.110133275
8.070854,-3.6296098,0.07182605
7.9451585,-3.892972,-0.12569559
9.099164,-4.0019083,-0.5793968
8.883685,-4.1000705,0.1376666
8.620323,-4.235343,-0.053869538
8.295909,-4.0414124,0.62967503
7.9008656,-4.1503487,1.6460136
7.7368627,-4.453215,1.7645266
8.24204,-4.5322237,1.2892777
8.931569,-4.471172,1.0881647
9.018958,-4.545392,1.1815386
8.807071,-4.739322,1.3503298
8.725668,-4.876989,1.4700398
8.754398,-4.9224787,1.5693992
8.773552,-4.8733974,1.6675615
8.901642,-4.936844,1.3970166
8.878897,-4.8638206,1.353921
8.684967,-4.8518496,1.2210429
8.39048,-4.7644615,1.198298
8.243237,-4.630386,1.2318168
8.200141,-4.557363,1.4389153
8.01459,-4.459201,1.7908629
7.702147,-4.4208937,1.8531121
7.5824366,-4.462792,1.9716251
7.5968018,-4.537012,1.8650831
7.7344685,-4.698621,2.055422
7.7667904,-4.97156,2.432509
7.465121,-5.2026005,2.6527755
7.3406224,-5.391742,2.7126305
7.3071036,-5.531803,2.610877
7.2807674,-5.7748146,2.207454
7.380127,-6.045359,2.5330653
7.395689,-6.203377,2.9855695
7.356185,-6.283582,3.4021606
7.21373,-6.4619503,3.4512417
6.979098,-6.501455,3.1352072
6.622362,-6.539762,2.6288335
7.103596,-6.9228344,2.2361844
7.3298483,-7.1059904,2.1308396
7.1550717,-7.2328835,2.1571758
6.8893156,-7.2592196,2.1200657
6.9479733,-7.349002,2.2110453
7.0688806,-7.529764,2.0386627
6.9407907,-7.505822,2.0171149
7.16824,-7.565677,1.8782512
7.1431007,-7.577648,1.5945383
7.277176,-7.381324,1.5574282
7.120356,-7.20535,1.7238252
6.6307416,-7.100005,1.8950106
5.8825536,-6.9120603,1.7633295
5.6407394,-6.7887588,1.543063
6.0704985,-6.7839704,1.3838485
6.801927,-6.793547,1.2282255
7.6147585,-6.841431,1.1671734
7.856573,-6.895301,1.2437878
7.4830775,-6.8569937,1.3455414
6.8007298,-6.793547,1.3922282
6.326678,-6.92044,1.2892777
6.089652,-7.0461354,1.0019734
5.925649,-7.1742253,0.7445967
6.0238113,-7.3418193,0.5231331
6.2009826,-7.5046253,0.30286652
6.4392056,-7.6123643,0.15083471
6.767211,-7.753622,0.260968
7.1502833,-7.7811556,0.35793316
7.231686,-7.5908165,0.25977087
7.053318,-7.4028716,0.4213795
7.0664864,-7.3083005,0.6607997
6.7600284,-7.1646485,0.6380547
6.671443,-7.0186024,0.7254431
6.815095,-6.9348054,0.8331822
6.8306575,-6.8222775,0.90021986
6.791153,-6.7923503,0.89303726
6.82946,-6.7959414,0.62608373
7.061698,-6.8222775,0.7302315
7.2604165,-6.7839704,0.80325466
7.2592196,-6.8605847,0.80804306
7.27957,-6.894104,0.93373865
7.382521,-6.694188,1.1061212
7.28795,-6.50744,1.0702082
7.5788455,-6.5577183,1.0953473
7.53575,-6.575675,1.0702082
7.404069,-6.6415157,1.1025299
7.583634,-6.919243,1.364695
7.40766,-7.27957,1.1935096
7.4591355,-7.541735,0.8678981
7.165846,-7.2580223,0.8319851
6.987478,-7.4088573,1.1121067
6.211756,-7.40766,1.1528081
5.7784057,-7.289147,1.1575965
6.217742,-7.5429325,0.23343466
6.2704144,-6.9623384,0.18794483
6.221333,-7.153875,0.21308395
6.019023,-7.2628107,0.6751649
6.0441623,-7.338228,1.0450691
6.326678,-7.6650367,1.283292
6.6642604,-7.6829934,1.2617443
6.817489,-7.5213847,1.4377182
6.930017,-7.8146744,1.1623849
7.231686,-7.2592196,1.0953473
7.6614456,-7.356185,1.1767502
7.1191587,-7.357382,1.1994951
7.183802,-7.0844426,1.0905589
7.2209125,-6.979098,0.973243
7.2005615,-6.779182,0.9864111
7.1047935,-6.7444663,0.8702923
6.811504,-6.781576,0.89064306
6.6103907,-6.7648168,0.8738836
6.4990606,-6.670246,0.82240826
6.3542113,-6.659472,0.5758055
6.4404025,-6.8557963,0.33279404
6.573281,-7.0724716,0.06943185
6.611588,-7.2065473,0.050278235
6.5840545,-7.086837,0.3184288
6.4008985,-6.777985,0.82599956
6.029797,-6.5445504,1.091756
5.816713,-6.564901,1.1013328
5.920861,-6.787562,1.1719618
6.242881,-6.944382,1.1324574
6.8067155,-7.156269,1.2521675
7.088034,-7.351396,1.3838485
7.1047935,-7.422025,1.4891934
6.8282633,-7.180211,1.7393875
6.537368,-7.052121,1.7585411
6.329072,-6.8306575,1.532289
6.241684,-6.501455,1.3850456
6.2632318,-6.471527,1.3180081
6.351817,-6.591237,1.4425066
6.289568,-6.5828576,1.4030021
6.2524576,-6.599617,1.1264719
6.293159,-6.685808,0.7410054
6.443994,-6.6882024,0.5315128
6.7013707,-6.8773446,0.7697359
6.667852,-7.0569096,1.1336545
6.5241995,-6.991069,1.4736311
6.479907,-7.1023993,1.0103531
6.655881,-7.1622543,0.038307227
7.463924,-7.123947,-0.7541735
8.024167,-7.121553,-0.79487497
7.9822683,-7.1059904,-0.6823475
7.5165963,-6.987478,-0.17477672
6.879739,-6.7085533,0.32561144
6.3589997,-6.637924,0.8559271
6.429629,-6.839037,1.1791444
6.851008,-6.903681,1.4209588
6.3362546,-6.467936,1.9201498
5.708974,-6.2225304,1.8746599
5.5162406,-6.0046577,1.6160861
5.7843914,-5.693412,0.9600749
6.5146227,-5.3282957,-0.053869538
7.249643,-5.064934,-0.59735334
7.553706,-4.7309427,-1.5610195
7.6387005,-4.3167458,-2.0697873
7.6770077,-4.1216183,-2.3307555
8.391677,-4.2221746,-1.7836803
8.451532,-4.2413282,-2.112883
7.657854,-4.3035774,-2.1045034
7.349002,-4.4639893,-2.4744074
7.562086,-4.677073,-2.4863784
7.5692687,-5.1523223,-2.4660277
7.395689,-5.9723363,-1.5382746
7.16824,-6.8402343,-1.2090719
6.853402,-7.3083005,-1.4425066
6.375759,-7.2867527,-1.4425066
5.6922145,-7.4232225,-1.7190368
3.7660792,-8.184579,-3.1866825
4.584896,-9.509769,-1.1145009
3.3028011,-8.431181,-1.8579005
3.678691,-8.863335,-3.705027
5.282806,-10.777499,-2.3762453
7.632715,-12.0248785,-4.417302
8.293514,-11.247959,-5.1966147
8.380903,-9.759963,-4.900931
5.3139305,-7.7464395,-3.822343
4.1383777,-7.953538,-4.2580876
5.092467,-6.805518,-5.269638
5.638345,-4.9081135,-5.592855
4.6902413,-4.8279076,-5.3462524
4.3358994,-6.609194,-5.889736
4.3263226,-6.757634,-6.4224463
3.204639,-7.8050976,-7.04015
5.2540755,-10.169372,-8.23366
6.8127007,-8.36175,-12.316971
8.039729,-7.607576,-14.257471
5.7855883,-8.317456,-10.245986
3.1555579,-7.3992805,-9.1829605
3.13401,-6.2608376,-9.31943
2.1787236,-5.639542,-10.809821
3.2597055,-5.3713913,-11.405977
1.3012487,-4.1695023,-5.8933277
0.025139118,-5.3259015,-1.1575965
0.830788,-5.5856724,-0.8810662
3.6104562,-4.357447,-3.2692823
5.2684407,-4.185065,-7.1861963
4.868609,-5.237316,-9.498995
5.019444,-5.639542,-7.8517847
5.45878,-4.9308586,-5.5006785
4.914099,-4.5621514,-5.3139305
5.391742,-5.281609,-7.1981673
5.189432,-5.1607018,-6.2225304
5.41329,-4.900931,-5.6203885
6.5469446,-5.3247046,-5.543774
6.135142,-4.903325,-5.318719
5.1379566,-4.751293,-5.389348
6.2345014,-5.127183,-5.183447
6.337452,-4.608838,-5.1607018
4.7070007,-4.8626237,-5.2480903
5.457583,-4.7405195,-5.7843914
5.6682725,-4.554969,-6.7624226
7.001843,-5.055357,-7.751228
7.49026,-4.5274353,-7.499837
6.4978633,-5.3199162,-6.56131
6.563704,-4.9655743,-4.759673
7.837419,-4.4005427,-4.272453
6.8665705,-4.39336,-3.7565024
5.9148755,-3.8139634,-2.3259668
7.043741,-3.3925838,-1.5622166
7.475895,-3.645172,-2.6551697
5.9639564,-3.1016884,-4.4125137
6.8785415,-2.7688942,-4.8123455
6.5684924,-3.38181,-3.7181952
5.6766524,-3.570952,-3.4021606
4.060566,-3.265691,-4.325125
4.8638206,-3.7852328,-5.7736173
12.531252,-9.54209,-4.331111
15.111004,-5.245696,-2.480393
7.4507556,-3.7684734,-1.0570401
4.2940006,-4.948815,-1.9309237
3.359065,-4.200627,-2.7090392
5.357026,-5.032612,-5.9807158
7.0904284,-3.9803603,-6.578069
8.528147,-5.092467,-8.169016
7.94037,-7.4327993,-7.952341
5.5868697,-4.485537,-6.041768
5.9244523,-4.1359835,-6.432023
7.487866,-4.489128,-3.4715924
6.787562,-3.0011318,-3.5326445
7.777564,-3.4799721,-5.947197
6.9946604,-4.209007,-8.191761
7.833828,-6.719327,-6.555324
7.8876977,-5.5258174,-4.799177
6.405687,-3.630807,-3.3291376
5.5988407,-4.459201,-2.944868
6.23091,-5.1571107,-4.3155484
7.326257,-4.5896845,-3.9959226
7.1155677,-5.151125,-4.185065
7.419631,-4.721366,-4.471172
6.977901,-4.2784386,-3.551798
7.9810715,-4.331111,-2.954445
8.772355,-4.473566,-3.1004913
8.495825,-4.297592,-3.4368765
8.350976,-4.6100354,-2.9747956
9.285912,-4.0162735,-2.372654
8.218098,-3.9372647,-1.3551182
8.14268,-4.7656584,-1.5598224
8.148665,-4.687847,-2.0626047
8.191761,-5.1930237,-1.9560628
8.292317,-5.3833623,-0.94211835
8.208521,-6.1100025,-0.712275
8.631097,-6.2524576,-0.35913026
8.66701,-6.054936,-0.39504328
8.504205,-5.6658783,0.41060558
8.273164,-5.595249,0.5530606
7.7572136,-5.5102553,0.47165772
7.85777,-5.898116,0.2765303
8.461109,-6.161478,-0.50278234
8.640674,-5.7604494,-1.0630256
8.171411,-5.5389857,-0.91458505
8.8884735,-6.8605847,-0.961272
9.317036,-7.0485296,0.10654198
9.044097,-6.9120603,0.20470424
8.7292595,-7.052121,-0.7314286
8.172607,-7.5046253,-1.1073183
8.548497,-8.190564,-1.1444284
8.965088,-8.325836,-1.0773908
8.871715,-8.067263,-0.60214174
8.438364,-7.7907324,-0.1436521
8.202535,-7.6626425,-0.08140286
8.8645315,-7.5453267,-0.6919243
9.528923,-7.117962,-1.6136919
9.805453,-6.7492547,-2.1535845
8.810662,-5.9639564,-1.3263878
7.726089,-5.3007627,-0.6440403
7.442376,-5.0601454,-0.47165772
7.3885064,-4.793192,-0.7254431
7.3106947,-4.76925,-1.2258313
7.491457,-4.868609,-1.5957354
7.6626425,-4.6806645,-1.6448165
7.5225816,-4.4759603,-1.638831
7.241263,-4.344279,-1.6304513
7.2185183,-4.2904096,-1.1731589
7.0820484,-4.212598,-0.8463503
6.907272,-4.132392,-0.5518635
6.9228344,-4.2185836,-0.37469256
7.101202,-4.3897686,-0.33638534
7.335834,-4.6806645,-0.5494693
7.6650367,-5.0601454,-0.7170634
7.739257,-5.246893,-0.9816227
7.917625,-5.422867,-1.0953473
8.232463,-5.7604494,-1.2330139
7.97748,-5.969942,-1.3275849
7.565677,-6.0118403,-1.186327
7.383718,-6.149507,-0.9995792
7.2065473,-6.291962,-0.8774749
7.1191587,-6.2883706,-0.6512229
6.943185,-6.278794,-0.51834464
6.623559,-6.203377,-0.5422867
6.232107,-6.0285997,-0.5518635
5.744887,-5.771223,-0.45489833
5.979519,-5.981913,-0.46806642
6.4583592,-6.4104753,-0.78050977
6.7468605,-6.5565214,-0.9780314
6.6283474,-6.5325794,-1.1683705
6.566098,-6.567295,-1.1899183
7.243657,-7.2628107,-1.0534488
7.514202,-8.050503,-0.9564836
7.7224975,-8.431181,-0.7015011
7.8469963,-8.537724,-0.47285482
7.8027034,-8.550891,0.007182605
7.739257,-8.497022,0.5566519
7.37055,-8.286332,0.9995792
6.7887588,-7.762002,1.2258313
6.3482256,-7.264008,1.3623008
5.995081,-6.909666,1.5705963
5.8813562,-6.70975,1.6962919
5.831078,-6.5804634,1.8794483
5.8693852,-6.4739213,1.863886
6.172252,-6.5445504,1.8974048
6.399701,-6.6905966,2.0254946
6.531382,-6.8330517,2.184709
6.4404025,-7.041347,2.2361844
6.291962,-7.1981673,2.3139958
6.0525417,-7.181408,2.3953989
5.741296,-7.091625,2.5342624
5.446809,-7.016208,2.6288335
5.249287,-6.9000893,2.6048915
5.1355624,-6.7803793,2.4995465
5.2660465,-6.739678,2.1535845
5.493496,-6.5696893,1.5574282
6.0106435,-6.588843,1.2569559
6.76362,-7.1514807,1.1611878
7.111976,-7.6602483,1.4449008
7.466318,-8.046912,2.0638018
7.299921,-8.051701,2.3678656
7.5429325,-7.7919292,2.56419
7.6015906,-7.439982,2.3020248
6.6642604,-6.5325794,2.267309
6.483498,-6.232107,2.1080947
6.9479733,-6.253655,1.8136078
7.586028,-6.066907,1.1875241
8.127118,-5.9400144,0.9540894
8.086416,-6.017826,0.8343793
8.123527,-6.089652,0.9947908
8.003817,-5.886145,1.0702082
8.074445,-5.767632,1.0737995
8.039729,-5.683835,0.8798691
8.095993,-5.710171,0.62967503
8.248025,-5.708974,0.39743748
8.336611,-5.707777,0.2717419
8.161834,-5.6419363,0.33039984
7.9631147,-5.650316,0.46567222
7.8039002,-5.6227827,0.5267244
7.7105265,-5.686229,0.6859388
7.762002,-5.8238955,0.6943185
7.848193,-5.872977,0.6835446
7.953538,-5.875371,0.6847417
7.9990277,-5.932832,0.6691794
8.018182,-5.9926867,0.7410054
7.8446016,-6.0345855,0.8391677
7.7452426,-6.077681,0.8714894
7.6734166,-6.0836663,0.8343793
7.7105265,-6.1746464,0.81043726
7.6267295,-6.2752028,0.8367735
7.562086,-6.2871737,0.93373865
7.5046253,-6.301539,1.0271125
7.429208,-6.256049,1.0402806
7.4148426,-6.1542954,0.93373865
7.511808,-6.129156,0.94930094
7.5561004,-6.131551,0.9816227
7.469909,-6.019023,0.9552865
7.5453267,-5.971139,0.9959879
7.7201033,-5.9926867,1.0486604
7.823054,-6.0465565,1.127669
7.8853035,-6.0860605,1.13964
7.8649526,-6.039374,1.2126632
7.807492,-5.9519854,1.3311762
7.621941,-5.8933277,1.4508862
7.548918,-5.839458,1.376666
7.714118,-5.8885393,1.2521675
7.8422074,-5.981913,1.1300632
7.789535,-6.117185,1.0546459
7.703344,-6.1507044,0.9995792
7.619547,-6.2979474,1.0319009
7.717709,-6.5349736,1.1827357
7.654263,-6.7324953,1.3862427
7.5333557,-6.849811,1.5442601
7.49026,-6.8653736,1.6759412
7.349002,-6.752846,1.6639702
7.309498,-6.5110316,1.6484078
7.395689,-6.266823,1.448492
7.6243353,-5.9388175,1.508347
7.6602483,-5.6586957,1.5490485
7.8326306,-5.457583,1.6304513
7.776367,-5.1966147,1.8267759
7.4711065,-5.1810527,1.9488802
7.4088573,-5.1080294,1.9405005
7.2089415,-4.911705,1.8794483
7.156269,-4.6830587,1.9393034
7.321469,-4.5884876,1.9776106
7.597999,-4.435259,2.0817583
7.5225816,-3.9755719,1.6891093
7.4627266,-3.5326445,0.91697925
7.7344685,-3.1711202,0.17477672
7.9391727,-3.0669725,-0.61770403
8.3821,-3.2620997,-1.6124948
8.947132,-3.618836,-2.0853498
8.239645,-3.894169,-2.6671407
7.7727757,-4.3275194,-2.7353754
7.6267295,-4.7800236,-2.5689783
7.37055,-5.2026005,-2.0901382
7.2628107,-5.5605335,-1.8986019
7.2927384,-6.172252,-2.1559787
7.103596,-6.791153,-2.694674
7.4974427,-7.237672,-2.4648306
7.964312,-7.9667063,-2.099715
7.559692,-8.541314,-2.007538
6.9228344,-8.829816,-1.9931729
7.371747,-9.3182335,-1.1085154
7.4232225,-9.461885,-0.60453594
7.074866,-9.607931,-1.0139444
7.180211,-9.667787,-1.3826514
7.6015906,-9.097966,-1.115698
7.5644803,-8.647857,-0.78649527
7.6147585,-8.323442,-0.641646
7.074866,-8.854955,-0.4141969
7.7967176,-8.822633,-1.8100165
8.930372,-7.3885064,-1.9141643
8.744822,-7.4962454,-2.9879637
8.74123,-7.681796,-2.966416
7.3310456,-6.5577183,-1.4568717
6.479907,-5.971139,-1.2126632
7.141904,-6.1183825,-0.9744401
7.2065473,-5.5868697,0.25737667
6.2524576,-4.9176903,0.47046062
7.631518,-4.961983,0.033518825
7.735666,-4.4580035,-0.33758244
7.393295,-4.5920787,0.18435353
7.9583263,-4.578911,0.93254155
7.86615,-4.26527,0.8415619
8.209718,-4.322731,0.830788
8.365341,-4.2999864,0.5662287
8.53892,-4.119224,0.3854665
8.8645315,-4.0414124,0.439336
8.846576,-3.9085343,0.79367787
8.579621,-3.7433343,0.8810662
8.641871,-3.477578,0.8451532
8.872911,-3.289633,0.61650693
9.015367,-3.1352072,0.5327099
9.018958,-3.0478187,0.30166942
8.905233,-3.0813377,0.11851298
8.932767,-3.2202013,-0.272939
8.969876,-3.3913867,-0.0023942017
8.883685,-3.7074213,0.08020575
8.480263,-4.012682,0.017956512
8.504205,-4.132392,-0.02873042
8.628703,-4.3239284,-0.4213795
8.8645315,-4.5262384,-0.5626374
9.029732,-4.545392,-0.9528923
9.045294,-4.396951,-1.6412252
8.734048,-4.4927197,-2.4157495
8.808268,-4.7500963,-2.6898856
8.293514,-4.844667,-2.7988217
7.926005,-4.712986,-2.835932
7.7224975,-4.6722846,-2.8167782
7.1490865,-4.746505,-3.1004913
7.2628107,-5.0840874,-3.1854854
7.314286,-5.5868697,-3.1244333
7.394492,-6.4140663,-3.4632127
7.524976,-6.9503675,-4.1252093
7.514202,-7.1143703,-4.735731
7.965509,-7.33344,-4.84347
7.404069,-6.9288197,-4.912902
6.894104,-5.807136,-5.213374
7.2568254,-5.0960584,-5.523423
9.370906,-4.2664676,3.1591492
8.176199,-3.809175,10.662578
9.28232,-2.3523033,4.0282445
6.5720835,-0.32441434,-1.1432313
6.980295,-3.1411927,-4.152743
6.245275,-5.4288526,-3.8391025
8.206126,-8.998607,-8.237251
6.805518,-7.717709,-11.662156
7.6123643,-7.4615297,-13.334506
6.7360864,-7.1514807,-13.406332
6.6295447,-6.3482256,-11.224017
6.053739,-5.449203,-1.4449008
2.7665,-3.537433,2.2577322
8.820239,-2.2505496,0.79128367
9.53012,1.5765818,1.6603789
8.796297,0.21188685,1.2294226
6.68102,-2.540248,-0.7086837
4.8374844,-3.0657754,-3.1423898
7.920019,-5.3259015,-5.213374
8.226477,-9.870096,-9.709685
9.956287,-12.316971,-13.530831
8.500613,-7.8146744,-15.603012
8.632295,-5.5246205,-8.2516165
5.233725,-5.9041014,-5.628768
5.8705826,-2.657564,-3.1052797
4.911705,0.89423436,6.63553
7.49026,-0.20470424,5.6802435
7.5094137,0.9516952,2.3139958
6.6546836,-0.11252748,-0.2908955
3.7337575,-2.2613235,-2.7234044
6.443994,-8.009802,-7.5704656
12.723985,-13.8241205,-12.512098
10.3692875,-11.379641,-14.838065
4.7560816,-7.1275387,-15.45577
5.828684,-5.837064,-9.212888
6.6056023,-6.027403,-8.560468
4.110844,-2.2601264,-3.8031895
5.631162,-0.7625532,7.4962454
6.683414,0.22385786,6.319495
9.469068,-0.10055647,4.924873
6.930017,-1.2665327,1.5454572
4.924873,-3.0585926,-5.2145715
7.678205,-9.386468,-10.2974615
14.72434,-15.709555,-16.461334
8.355764,-7.989451,-20.804415
7.2233067,-7.0712748,-13.430274
6.029797,-7.61835,-6.670246
3.4799721,-2.0027497,0.17238252
2.0925324,1.0342951,9.041702
6.159084,0.6775591,10.29387
8.986636,-0.1592144,6.7839704
7.4004774,-0.8319851,2.2996306
3.7205894,-3.2082303,-5.309142
11.987768,-13.117831,-11.593922
14.767436,-16.332047,-23.672668
7.905654,-6.3769565,-21.461624
6.4224463,-8.444349,-7.121553
0.36152446,-2.9855695,-2.8107927
-0.81642276,3.9193082,8.289924
3.3901896,2.7748797,10.542868
11.061212,-3.2728736,7.1083846
9.124303,-5.09127,0.9959879
8.115147,-8.312668,-3.3243492
14.0312195,-12.66413,-10.779893
9.667787,-9.622296,-26.082434
9.514558,-6.337452,-23.537397
9.5732155,-5.8945246,-15.404294
7.505822,-4.7285485,-5.1116204
7.795521,-2.3894134,-3.0442274
7.65546,1.0354922,-2.2697031
7.5094137,0.80564886,2.0829554
6.823475,-0.1352724,2.64679
4.6842556,0.7469909,-0.5781997
4.3394904,0.45130703,-2.0602105
5.363012,-0.08259996,-4.8745947
6.861782,-1.2306197,-5.791574
6.827066,-2.565387,-4.9320555
6.1770406,-2.565387,-3.596091
6.849811,-3.0657754,-3.465607
7.541735,-4.096479,-3.6008794
8.104373,-5.0481744,-3.8055837
8.329428,-5.645528,-3.86903
8.39886,-6.0106435,-3.513491
7.9116397,-6.2524576,-3.5877113
8.080431,-6.459556,-4.072537
8.540117,-6.39611,-4.5777135
8.143877,-5.5868697,-3.9803603
7.2711906,-4.477157,-3.1998506
6.9479733,-3.204639,-2.8814218
7.135918,-1.9512744,-2.134431
7.550115,-1.5466543,-0.4369418
8.495825,-2.1775265,0.1436521
8.72088,-3.264494,-0.09816227
9.667787,-3.3842041,1.5562311
9.751583,-5.445612,3.6355953
6.3566055,-5.9687448,-1.590947
6.093243,-4.997896,-8.596381
9.533711,-8.480263,-13.643358
11.932701,-6.7444663,-18.195932
10.316615,-2.9460652,-12.000936
5.3139305,-3.1830912,-8.09719
5.8801594,1.7717092,1.0498575
5.425261,5.559336,14.882358
8.317456,4.036624,12.808979
7.1610575,0.059855044,8.036138
5.499481,-2.280477,1.4640543
