GYR_X,GYR_Y,GYR_Z
0.0039614523,0.008455536,-7.323693E-4
0.0018309233,0.0031292143,-0.0028628982
7.656588E-4,-0.002197108,-0.0028628982
0.0028961876,-0.002197108,-7.323693E-4
0.0018309233,9.986854E-4,-0.0039281626
0.0018309233,0.0020639498,-0.004993427
0.0018309233,-0.002197108,-0.004993427
0.0028961876,-6.657903E-5,-0.0028628982
0.0018309233,9.986854E-4,-0.0017976337
0.0018309233,-0.002197108,-7.323693E-4
0.0018309233,-6.657903E-5,0.0024634239
0.0028961876,0.0020639498,0.0024634239
0.0028961876,0.0063250074,-0.0017976337
0.0028961876,-6.657903E-5,-0.0060586915
7.656588E-4,-0.0032623722,-0.0060586915
0.0028961876,0.005259743,-0.004993427
0.0018309233,0.013781859,-0.0028628982
-2.9960563E-4,0.012716594,-7.323693E-4
7.656588E-4,0.013781859,-7.323693E-4
0.0018309233,0.013781859,-0.0028628982
0.0018309233,0.0031292143,-0.004993427
0.0018309233,-0.00752343,-0.0039281626
0.0028961876,-0.005392901,-0.0039281626
0.0028961876,0.0020639498,-0.0028628982
0.0018309233,0.0031292143,-0.0028628982
0.0018309233,0.0031292143,-0.0017976337
0.0028961876,9.986854E-4,-0.0017976337
0.0028961876,-0.00752343,-0.0039281626
0.0018309233,-0.008588694,-0.0039281626
0.0018309233,-0.0096539585,-0.0028628982
0.0028961876,-0.0043276367,-0.0017976337
7.656588E-4,-0.0011318434,-7.323693E-4
0.0018309233,0.0041944785,-0.0039281626
0.0028961876,9.986854E-4,-0.0028628982
0.0018309233,-0.0064581656,-0.0039281626
7.656588E-4,-0.00752343,-0.0039281626
0.0018309233,-0.0064581656,-0.0017976337
0.0018309233,-0.005392901,-0.0017976337
7.656588E-4,-0.0032623722,-7.323693E-4
0.0028961876,9.986854E-4,-0.0039281626
0.0018309233,-0.0011318434,-0.0039281626
7.656588E-4,-0.011784487,-0.004993427
-2.9960563E-4,-0.012849752,-0.007123956
7.656588E-4,-0.0096539585,-0.010319749
7.656588E-4,-0.010719223,-0.012450278
7.656588E-4,-0.008588694,-0.012450278
0.0018309233,-0.0032623722,-0.00818922
0.0018309233,0.0041944785,-0.0039281626
7.656588E-4,0.0031292143,-0.0017976337
0.0018309233,0.007390272,-7.323693E-4
0.0028961876,0.007390272,-0.0017976337
0.0018309233,0.0031292143,-0.0028628982
0.0018309233,-6.657903E-5,-0.0017976337
0.0028961876,9.986854E-4,3.3289514E-4
7.656588E-4,0.0020639498,-0.0039281626
7.656588E-4,-0.0011318434,-0.0060586915
0.0018309233,-0.011784487,-0.004993427
-2.9960563E-4,-0.022437133,-7.323693E-4
-2.9960563E-4,-0.010719223,3.3289514E-4
0.0028961876,0.016977651,0.0013981595
0.0039614523,0.03295662,0.0024634239
0.001298291,0.032590434,0.007856325
0.001298291,0.01980726,0.011052119
0.0034288198,0.0080893515,0.00892159
0.0023635554,0.003828294,0.004660532
0.001298291,0.0016977652,-6.657903E-4
0.001298291,-4.3276369E-4,-0.0017310547
0.001298291,-4.3276369E-4,3.9947417E-4
0.001298291,-0.0025632926,0.0014647386
2.330266E-4,-0.010020143,0.0014647386
2.330266E-4,-0.007889614,-0.002796319
0.001298291,-0.0068243505,-0.0049268478
2.330266E-4,-0.010020143,-0.0017310547
2.330266E-4,-0.0046938215,3.9947417E-4
0.001298291,0.0016977652,0.0035952674
-8.322378E-4,0.0080893515,0.002530003
-0.0029627667,0.005958823,3.9947417E-4
2.330266E-4,0.0027630297,0.0014647386
2.330266E-4,-0.0046938215,0.0035952674
2.330266E-4,-4.3276369E-4,0.004660532
0.001298291,0.0070240875,0.0035952674
0.001298291,0.0080893515,0.0035952674
2.330266E-4,0.011285145,0.004660532
0.001298291,0.014480938,0.004660532
0.0023635554,0.012350409,0.002530003
2.330266E-4,0.0080893515,-6.657903E-4
2.330266E-4,6.3250074E-4,3.9947417E-4
0.001298291,6.3250074E-4,3.9947417E-4
2.330266E-4,-4.3276369E-4,0.0014647386
-8.322378E-4,6.3250074E-4,3.9947417E-4
2.330266E-4,0.003828294,-6.657903E-4
2.330266E-4,0.003828294,-0.002796319
2.330266E-4,0.0016977652,-0.002796319
-4.3276369E-4,-0.002796319,-0.0041944785
-4.3276369E-4,-0.002796319,-0.005259743
6.3250074E-4,0.002530003,-0.0041944785
-4.3276369E-4,0.002530003,-0.0031292143
-0.001498028,-6.657903E-4,-0.0041944785
-4.3276369E-4,0.002530003,-9.986854E-4
-4.3276369E-4,0.0035952674,-9.986854E-4
-0.001498028,0.0035952674,-0.005259743
-4.3276369E-4,3.9947417E-4,-0.0063250074
6.3250074E-4,-0.009187906,-0.005259743
0.0016977652,-6.657903E-4,-0.0031292143
-4.3276369E-4,0.00892159,-9.986854E-4
-0.001498028,0.0131826475,-9.986854E-4
-0.001498028,0.015313176,0.0011318434
-0.001498028,0.014247912,-9.986854E-4
-0.001498028,-0.0049268478,-9.986854E-4
-0.0025632926,-0.024101608,6.657903E-5
-4.3276369E-4,-0.011318435,0.002197108
0.0027630297,0.009986854,0.0011318434
6.3250074E-4,0.017443705,-9.986854E-4
-4.3276369E-4,0.0131826475,0.0011318434
6.3250074E-4,0.0035952674,0.0064581656
0.0027630297,0.0035952674,0.0032623722
0.0016977652,0.0057257963,-0.0031292143
6.3250074E-4,0.011052119,-0.0041944785
6.3250074E-4,0.002530003,-0.0020639498
6.3250074E-4,0.0014647386,0.002197108
-4.3276369E-4,0.0035952674,0.0032623722
-4.3276369E-4,3.9947417E-4,0.0011318434
-4.3276369E-4,-0.0102531705,-0.0020639498
-0.001498028,-0.018775286,-0.0020639498
-4.3276369E-4,-0.015579492,-0.0020639498
7.656588E-4,-0.010186591,-0.0018642128
-2.9960563E-4,-0.0059255334,-0.0018642128
7.656588E-4,-0.0059255334,-0.0029294773
-2.9960563E-4,-0.013382385,-0.0018642128
-0.00136487,-0.017643442,-0.0018642128
-0.00136487,-0.019773971,-0.0018642128
-0.00136487,-0.018708706,-0.0018642128
-2.9960563E-4,-0.015512913,-7.9894834E-4
-0.00136487,-0.006990798,-7.9894834E-4
-2.9960563E-4,-0.010186591,2.663161E-4
7.656588E-4,-0.009121327,0.002396845
-0.00136487,-0.009121327,0.0045273737
-0.00136487,-0.019773971,0.005592638
-0.0045606634,-0.0219045,0.0045273737
-0.00136487,-0.010186591,0.002396845
0.0028961876,-0.010186591,0.0013315806
-0.00136487,-0.013382385,-0.0018642128
-0.0024301345,-0.014447649,-0.0018642128
0.0018309233,-0.010186591,-7.9894834E-4
-0.00136487,-0.0059255334,0.002396845
-0.00136487,-0.008056062,0.0098536955
7.656588E-4,-0.0037950044,0.007723167
7.656588E-4,-0.004860269,0.0034621095
-0.0024301345,-0.006990798,2.663161E-4
-2.9960563E-4,-0.018708706,0.0045273737
-2.9960563E-4,-0.02403503,0.005592638
-0.0024301345,-0.02403503,0.0066579026
-0.0024301345,-0.019773971,0.005592638
-0.0024301345,-0.016578177,0.0034621095
-0.0024301345,-0.01231712,0.0034621095
-0.00136487,-0.015512913,0.005592638
-0.00136487,-0.025100293,0.0066579026
-0.00136487,-0.02403503,0.007723167
-2.9960563E-4,-0.015512913,0.005592638
7.656588E-4,-0.01231712,0.0045273737
-0.00136487,-0.014447649,0.0045273737
-0.00136487,-0.025100293,0.002396845
-2.9960563E-4,-0.03468767,0.0034621095
-0.00136487,-0.030426616,0.0013315806
-0.00136487,-0.022969764,0.0013315806
-0.00136487,-0.015512913,0.0034621095
-0.0024301345,-0.01231712,0.0066579026
-2.9960563E-4,-0.009121327,0.0045273737
-2.9960563E-4,-0.009121327,0.0045273737
-0.0024301345,-0.013382385,0.0034621095
-0.00136487,-0.014447649,0.0013315806
-2.9960563E-4,-0.011251856,0.002396845
-2.9960563E-4,-0.006990798,-7.9894834E-4
-2.9960563E-4,-0.00272974,-7.9894834E-4
7.656588E-4,0.0015313176,-0.0018642128
7.656588E-4,0.002596582,-0.0039947415
-0.00136487,-0.0016644757,-0.007190535
-0.00136487,-0.006990798,-0.007190535
-2.9960563E-4,-0.0016644757,-0.005060006
-2.9960563E-4,0.005792375,-0.005060006
-2.9960563E-4,0.0100534335,-0.0061252704
-2.9960563E-4,0.019640813,-0.0061252704
7.656588E-4,0.015379755,-0.005060006
7.656588E-4,0.0068576396,-0.0029294773
-2.9960563E-4,0.011118697,-7.9894834E-4
-2.9960563E-4,0.013249226,-0.0018642128
-2.9960563E-4,0.013249226,-0.0029294773
7.656588E-4,0.012183961,-7.9894834E-4
7.656588E-4,0.015379755,-0.0018642128
0.0018309233,0.011118697,-0.0018642128
7.656588E-4,0.01644502,-7.9894834E-4
0.0018309233,0.017510284,0.005592638
0.0018309233,0.019640813,0.005592638
-2.9960563E-4,0.021771342,0.0034621095
0.0018309233,0.01644502,0.0013315806
0.0018309233,0.0100534335,2.663161E-4
7.656588E-4,0.005792375,0.0013315806
-0.00136487,0.007922905,0.0045273737
-2.9960563E-4,0.013249226,0.0045273737
-2.9960563E-4,0.021771342,0.002396845
-0.00136487,0.021771342,0.0013315806
7.656588E-4,0.012183961,0.0034621095
7.656588E-4,4.660532E-4,0.0045273737
-0.00136487,-0.004860269,0.0045273737
7.656588E-4,-0.0016644757,0.002396845
0.0028961876,0.012183961,0.002396845
-2.9960563E-4,0.008988169,0.0034621095
-2.9960563E-4,-0.0037950044,0.0034621095
7.656588E-4,-0.006990798,0.0013315806
0.0018309233,-0.006990798,2.663161E-4
-0.00136487,-0.009121327,2.663161E-4
-0.00136487,-0.0059255334,2.663161E-4
-2.9960563E-4,0.0036618465,0.0013315806
-2.9960563E-4,0.002596582,0.0013315806
-0.00136487,-0.0037950044,0.0013315806
-2.9960563E-4,-5.9921126E-4,-7.9894834E-4
0.0018309233,-5.9921126E-4,-0.0018642128
-0.00136487,-0.006990798,-7.9894834E-4
-0.0024301345,-0.01231712,0.002396845
0.0018309233,0.0015313176,0.0013315806
0.0018309233,0.005792375,-0.0018642128
-0.00136487,4.660532E-4,-0.0029294773
-0.00136487,-0.004860269,-0.0018642128
0.0018309233,-0.008056062,-0.0018642128
-2.9960563E-4,-0.009121327,-0.0029294773
-0.00136487,-0.0037950044,-0.0018642128
-0.00136487,-5.9921126E-4,-0.0029294773
-2.9960563E-4,-5.9921126E-4,-0.0029294773
-0.00136487,-0.00272974,-0.0018642128
-2.9960563E-4,-0.011251856,2.663161E-4
-2.9960563E-4,-0.010186591,0.0013315806
-0.00136487,-0.004860269,-0.0029294773
7.656588E-4,-0.008056062,-0.005060006
-2.9960563E-4,-0.013382385,-0.0029294773
-0.00136487,-0.014447649,-7.9894834E-4
-2.9960563E-4,-0.011251856,0.0034621095
7.656588E-4,-0.00272974,0.002396845
-0.0024301345,-0.008056062,-7.9894834E-4
-2.9960563E-4,-0.013382385,-0.0039947415
0.0028961876,-0.01231712,-0.005060006
-2.9960563E-4,-0.015512913,-0.0039947415
-0.00136487,-0.0059255334,-0.0029294773
-2.9960563E-4,0.015379755,0.0013315806
-0.00136487,0.01431449,0.0013315806
-0.003495399,0.012183961,-7.9894834E-4
-0.00136487,0.008988169,-0.0018642128
-2.9960563E-4,-0.0016644757,-0.0039947415
-2.9960563E-4,-0.008056062,-0.005060006
7.656588E-4,-0.006990798,-0.0039947415
7.656588E-4,-0.004860269,-0.0039947415
7.656588E-4,-0.0037950044,-0.0039947415
7.656588E-4,-5.9921126E-4,-0.0029294773
-2.9960563E-4,-5.9921126E-4,-0.0039947415
-2.9960563E-4,-0.006990798,-0.005060006
0.0018309233,-0.006990798,-0.0061252704
7.656588E-4,-0.008056062,-0.0039947415
-2.9960563E-4,-5.9921126E-4,-7.9894834E-4
7.656588E-4,0.005792375,2.663161E-4
-2.9960563E-4,0.0015313176,-0.0029294773
-2.9960563E-4,-5.9921126E-4,-0.0039947415
-2.9960563E-4,-0.004860269,-0.0039947415
-0.00136487,-0.014447649,-0.0029294773
-0.00136487,-0.009121327,-0.005060006
-2.9960563E-4,-0.006990798,-0.0039947415
-2.9960563E-4,-0.009121327,-0.0029294773
7.656588E-4,-0.008056062,-0.0018642128
-2.9960563E-4,-0.01231712,-7.9894834E-4
-2.9960563E-4,-0.013382385,-0.0029294773
-2.9960563E-4,-0.009121327,-0.0029294773
-0.00136487,-0.01231712,-0.0029294773
-0.00136487,-0.013382385,-0.0018642128
-0.00136487,-0.008056062,-0.0029294773
-2.9960563E-4,-0.010186591,-0.0018642128
-2.9960563E-4,-0.0059255334,-0.0029294773
-0.0024301345,-0.004860269,-0.0039947415
7.656588E-4,-0.006990798,-0.0029294773
-2.9960563E-4,-0.006990798,-0.0039947415
-2.9960563E-4,-0.006990798,-0.0039947415
7.656588E-4,-0.006990798,-0.0039947415
7.656588E-4,-0.004860269,-0.0029294773
-0.00136487,-0.00272974,-0.0018642128
-2.9960563E-4,0.002596582,-0.005060006
7.656588E-4,4.660532E-4,-0.005060006
7.656588E-4,-0.004860269,-0.0039947415
7.656588E-4,-0.00272974,0.0034621095
-9.986854E-5,0.016744625,0.009321064
-0.0022303974,0.014614096,0.010386328
-0.0032956619,0.009287775,0.005060006
-0.0022303974,0.00822251,0.0018642128
-9.986854E-5,-0.0024301345,-0.0013315806
9.653959E-4,-0.0077564567,-0.0034621095
-9.986854E-5,-0.005625928,-0.0013315806
-9.986854E-5,-0.00136487,0.0029294773
-9.986854E-5,0.0018309233,0.0039947415
9.653959E-4,0.016744625,-0.0013315806
9.653959E-4,0.014614096,-0.0066579026
-9.986854E-5,0.014614096,-0.015180018
9.653959E-4,0.026332006,-0.016245283
0.0020306604,0.03165833,-0.005592638
0.0020306604,0.018875154,0.016777914
0.0041611893,0.030593064,0.026365295
0.0052264538,0.07639943,0.02530003
0.0052264538,0.1072921,0.01784318
0.0052264538,0.10622684,0.011451593
0.0052264538,0.08918261,0.0061252704
0.0052264538,0.06681205,0.0018642128
0.0052264538,0.047637295,-2.663161E-4
0.008422247,0.03698465,-0.0034621095
0.0073569827,0.04231097,-0.005592638
0.006291718,0.043376237,-0.0013315806
0.006291718,0.050833087,0.0039947415
0.008422247,0.06042047,0.008255799
0.009487512,0.07213838,0.011451593
0.0116180405,0.100900516,0.008255799
0.015879098,0.09344366,0.012516857
0.014813834,0.08066049,0.022104237
0.0116180405,0.067877315,0.035952676
0.0116180405,0.067877315,0.03914847
0.012683305,0.06042047,0.03488741
0.012683305,0.049767822,0.022104237
0.0116180405,0.03485412,0.009321064
0.014813834,-0.0024301345,0.0018642128
0.015879098,-0.048236504,-0.013049489
0.014813834,-0.09084708,-0.024767399
0.014813834,-0.10149973,-0.025832662
0.016944362,-0.07486811,-0.019441076
0.015879098,-0.08658602,-0.0045273737
0.0116180405,-0.080194436,7.9894834E-4
0.009487512,-0.055693354,0.011451593
0.013748569,-0.04717124,0.02530003
0.01907489,-0.0141480435,0.019973708
0.020140156,0.024201477,0.010386328
0.018009627,0.018875154,0.009321064
0.012683305,-0.015213308,0.03169162
0.0052264538,-0.043975446,0.04660532
0.0041611893,-0.04717124,0.06364955
0.0052264538,0.0039614523,0.08069378
0.0052264538,0.062551,0.06578008
-0.0032956619,0.10516157,0.027430559
-0.0118177775,0.10196578,0.013582122
-0.0075567197,0.09024787,0.012516857
0.0020306604,0.07107311,0.012516857
0.0020306604,0.038049914,0.010386328
-0.0032956619,-0.0024301345,-0.0034621095
-0.0043609263,0.018875154,-0.01091896
0.0052264538,0.081725754,-0.0098536955
0.0073569827,0.1285974,-0.0098536955
9.653959E-4,0.1371195,-0.0066579026
0.0020306604,0.11581422,0.0029294773
0.0030959249,0.07426891,0.016777914
-0.0064914552,0.10196578,0.028495824
-0.024600951,0.16907744,0.050866377
-0.029927272,0.18931746,0.05725796
-0.038449388,0.17759955,0.051931642
-0.05868941,0.1765343,0.052996904
-0.09384314,0.15096794,0.07323693
-0.15669374,0.07639943,0.09134643
-0.23765384,0.07852996,0.05406217
-0.27493808,0.22447118,0.013582122
-0.26748124,0.4098272,-0.033289514
-0.25789386,0.5302021,-0.10466223
-0.3015697,0.7017096,-0.1984055
-0.27600336,0.3981093,-0.3273025
-0.21315275,-0.14197977,-0.29534456
-0.18012956,-0.32733577,-0.26977822
-0.14817162,-0.16541559,-0.39121836
-0.07466838,0.07852996,-0.4828311
0.044641238,0.081725754,-0.44661212
0.17460349,-0.34118423,-0.40719733
0.3450458,-1.214701,-0.3954794
0.5133576,-1.9603862,-0.4050668
0.6305367,-2.09674,-0.46152583
0.692322,-1.5875436,-0.49241847
0.7029747,-0.7023089,-0.44767737
0.6486462,0.3469766,-0.40719733
0.5591639,1.0564427,-0.40613207
0.46329015,1.2386029,-0.40613207
0.37061214,0.9200889,-0.3997405
0.3003047,0.29051757,-0.40080574
0.2502373,-0.23891884,-0.3954794
0.22680146,-0.509496,-0.3720436
0.22999725,-0.5851298,-0.345412
0.23958462,-0.63413197,-0.3187804
0.24278042,-0.6927215,-0.29214877
0.23106252,-0.7012436,-0.27830034
0.21614881,-0.6522414,-0.2580603
0.19164772,-0.4679507,-0.22716764
0.17992982,-0.20269984,-0.19307917
0.17353824,-0.059954412,-0.16751283
0.1895172,-0.053562827,-0.15259913
0.21295302,-0.10149973,-0.14088123
0.22573619,-0.13026187,-0.107858025
0.2406499,-0.2367883,-0.059921123
0.25449833,-0.31987894,-0.027963191
0.27260783,-0.36035898,-0.013049489
0.28752154,-0.34651056,-0.007723167
0.3003047,-0.26235464,-0.007723167
0.29923943,-0.18991667,-0.0066579026
0.29071733,-0.36035898,-0.008788432
0.29071733,-0.64265406,0.0061252704
0.29604363,-0.8748817,0.0061252704
0.30456576,-0.83440167,-0.0045273737
0.30456576,-0.61069614,-0.011984224
0.29391313,-0.35822845,-0.014114753
0.27580363,-0.20056932,-0.013049489
0.25343308,-0.15263242,-0.029028455
0.23851937,-0.19737352,-0.054594804
0.2108225,-0.25063676,-0.063116916
0.16714665,-0.2431799,-0.0727043
0.13625398,-0.16328506,-0.08335694
0.12027501,-0.03438807,-0.09081379
0.122405544,0.04018044,-0.09720538
0.13305819,0.015679361,-0.081226416
0.14903715,-0.04930177,-0.06631271
0.16182032,-0.07167232,-0.06098639
0.16501611,-0.023735423,-0.050333746
0.15755926,0.048702557,-0.031158984
0.14797188,0.029527798,-0.0066579026
0.14051503,-0.14943662,0.018908443
0.12773186,-0.3933822,0.0231695
0.123470806,-0.54784554,0.024234766
0.12027501,-0.53825814,0.04660532
0.10216552,-0.4349275,0.06897587
0.07233811,-0.24531043,0.09560748
0.042510707,-0.03012701,0.10945592
0.013748569,0.15949006,0.098803274
-0.012883042,0.2894523,0.09773801
-0.038449388,0.17866482,0.09347695
-0.06614626,-0.023735423,0.09667274
-0.087451555,-0.1441103,0.09986854
-0.09703893,-0.054628093,0.10839066
-0.1098221,0.14244583,0.12969594
-0.13325793,0.33099765,0.15419702
-0.14497583,0.3554987,0.17230652
-0.14071478,0.24364595,0.18402442
-0.12047475,0.09344366,0.17869811
-0.101299986,-0.0066911923,0.17124125
-0.0949084,-0.029061746,0.1818939
-0.08105996,-0.04930177,0.19361182
