ACC_X,ACC_Y,ACC_Z
0.92655605,-0.5494693,10.093954
0.997185,-0.5434838,10.16578
1.0007763,-0.5518635,10.171766
0.90859956,-0.533907,10.14543
0.91099375,-0.5554548,10.169372
0.9696517,-0.5602432,10.171766
1.0031705,-0.5470751,10.13705
0.9816227,-0.5231331,10.123882
0.9576807,-0.5722142,10.152613
0.92535895,-0.5530606,10.181343
0.94810385,-0.5734113,10.135853
0.9648633,-0.5530606,10.156203
0.9864111,-0.5327099,10.166978
1.0151415,-0.56982,10.222044
1.0031705,-0.5494693,10.110714
0.9864111,-0.59136784,10.188525
0.9983821,-0.5674258,10.123882
0.9911995,-0.5470751,10.131064
0.94570965,-0.5231331,10.139444
0.9804256,-0.50637364,10.119094
1.0199299,-0.5650316,10.156203
1.0199299,-0.5674258,10.262746
0.9911995,-0.5374983,10.006566
1.0043676,-0.61291564,10.180145
1.0354922,-0.5781997,10.213664
0.9864111,-0.5315128,10.0269165
0.9756372,-0.5267244,10.149021
1.0390835,-0.5805939,10.19092
1.0055647,-0.581791,10.157401
1.0582372,-0.5398925,10.116699
0.9768343,-0.5626374,10.200497
1.0127473,-0.5590461,10.139444
1.0366893,-0.5554548,10.168175
1.0582372,-0.5470751,10.180145
1.0390835,-0.5554548,10.1861315
1.0187328,-0.59855044,10.128671
1.009156,-0.5446809,10.133459
0.9959879,-0.5626374,10.15381
1.0378864,-0.5542577,10.139444
1.0654198,-0.5590461,10.156203
1.0426749,-0.5805939,10.151415
1.0175357,-0.5674258,10.09156
1.0031705,-0.5351041,10.170568
0.9804256,-0.50757074,10.133459
1.0582372,-0.5494693,10.103531
1.0714053,-0.5734113,10.135853
1.0773908,-0.59017074,10.120291
1.0833763,-0.5686229,10.147824
1.0749966,-0.5614403,10.170568
1.0666169,-0.5626374,10.13705
1.0773908,-0.5530606,10.093954
1.0462662,-0.59017074,10.184934
1.0881647,-0.5793968,10.183737
1.1097125,-0.5662287,10.123882
1.0965444,-0.5805939,10.126276
1.1013328,-0.5722142,10.171766
1.0965444,-0.5710171,10.157401
1.0594343,-0.5554548,10.107122
1.0259154,-0.5614403,10.110714
1.1013328,-0.59495914,10.170568
1.13964,-0.5518635,10.149021
1.1121067,-0.545878,10.125079
1.0893618,-0.58657944,10.152613
1.0666169,-0.5686229,10.1861315
1.0773908,-0.5506664,10.109517
1.0546459,-0.533907,10.127473
1.0666169,-0.5530606,10.152613
1.067814,-0.5674258,10.104729
1.0259154,-0.5363012,10.156203
1.0570401,-0.5793968,10.140641
1.0714053,-0.60333884,10.18254
1.0570401,-0.5793968,10.111911
1.0714053,-0.5386954,10.184934
1.1013328,-0.5793968,10.131064
1.0199299,-0.545878,10.078392
0.9947908,-0.5530606,10.196905
0.9995792,-0.5650316,10.139444
0.997185,-0.5470751,10.09156
1.0259154,-0.5650316,10.141838
1.0618285,-0.5722142,10.170568
1.067814,-0.5566519,10.103531
1.0031705,-0.5363012,10.156203
0.94930094,-0.557849,10.19092
0.9744401,-0.5674258,10.126276
0.9876082,-0.5602432,10.089166
1.0307038,-0.557849,10.17416
1.0534488,-0.5662287,10.1382475
1.0163386,-0.5398925,10.119094
0.9708488,-0.5482722,10.156203
0.9648633,-0.5482722,10.176555
1.0163386,-0.5518635,10.151415
1.0079589,-0.5542577,10.135853
1.0139444,-0.5614403,10.089166
1.021127,-0.5770026,10.146626
0.9995792,-0.5470751,10.1226845
0.9624691,-0.5434838,10.113108
0.9744401,-0.5626374,10.1861315
1.033098,-0.58538234,10.129868
1.0115502,-0.5374983,10.103531
0.9708488,-0.5710171,10.111911
1.0534488,-0.5793968,10.207679
1.0642227,-0.5746084,10.14543
0.9911995,-0.5351041,10.09994
0.94211835,-0.5482722,10.157401
1.0067618,-0.5626374,10.201694
1.0342951,-0.5386954,10.08318
1.0103531,-0.5650316,10.13705
1.021127,-0.5722142,10.139444
1.0127473,-0.5602432,10.151415
0.9792285,-0.5434838,10.141838
0.997185,-0.58538234,10.183737
1.0031705,-0.5734113,10.115502
1.0510546,-0.5363012,10.132261
1.0354922,-0.5470751,10.163386
0.9911995,-0.5662287,10.149021
1.0055647,-0.5614403,10.117896
1.033098,-0.59376204,10.134656
1.0785879,-0.5686229,10.116699
1.021127,-0.5267244,10.113108
0.9768343,-0.5482722,10.163386
1.0007763,-0.5686229,10.151415
1.0498575,-0.5686229,10.103531
1.0857705,-0.5770026,10.143036
1.0833763,-0.59136784,10.1382475
1.0474633,-0.5470751,10.1621895
1.0079589,-0.5470751,10.132261
0.9744401,-0.581791,10.170568
0.9600749,-0.5590461,10.150218
1.0139444,-0.56982,10.120291
1.0319009,-0.5614403,10.1382475
1.0486604,-0.5722142,10.163386
1.009156,-0.545878,10.1226845
1.0223241,-0.5398925,10.156203
1.0175357,-0.5482722,10.144233
1.0187328,-0.5446809,10.111911
1.0390835,-0.5590461,10.180145
1.0259154,-0.5602432,10.123882
1.0618285,-0.5422867,10.146626
1.0630256,-0.51954174,10.1382475
1.0151415,-0.5566519,10.152613
0.9624691,-0.5482722,10.128671
1.0031705,-0.545878,10.1861315
0.9983821,-0.5243302,10.141838
1.0486604,-0.5734113,10.121488
1.0354922,-0.5638345,10.1861315
1.0199299,-0.5470751,10.146626
1.0414777,-0.58538234,10.152613
1.0307038,-0.5662287,10.172963
1.0582372,-0.5351041,10.149021
1.0474633,-0.5710171,10.156203
1.0474633,-0.5650316,10.169372
1.0247183,-0.5674258,10.107122
1.0570401,-0.5518635,10.152613
1.0546459,-0.5602432,10.170568
1.0378864,-0.5482722,10.129868
1.0414777,-0.5758055,10.1226845
1.0366893,-0.5410896,10.180145
1.0702082,-0.58418524,10.125079
1.0510546,-0.5662287,10.144233
1.0642227,-0.5494693,10.222044
1.079785,-0.5482722,10.107122
1.0498575,-0.5434838,10.086772
1.0809821,-0.58418524,10.20289
1.0642227,-0.5386954,10.149021
1.0319009,-0.5315128,10.123882
1.0307038,-0.5805939,10.198102
1.1252748,-0.5650316,10.097546
1.0390835,-0.5542577,10.171766
1.0235212,-0.51834464,10.0987425
1.0139444,-0.5650316,10.121488
1.0187328,-0.5710171,10.244789
0.9947908,-0.5374983,10.141838
1.0773908,-0.58777654,10.107122
1.1133038,-0.5793968,10.1143055
1.0857705,-0.5746084,10.103531
1.0414777,-0.5734113,10.15381
1.0953473,-0.5231331,10.204087
1.0546459,-0.51595044,10.095152
1.0390835,-0.5686229,10.149021
1.0570401,-0.5781997,10.237606
0.90859956,-0.39983168,10.089166
1.103727,-0.6584055,10.155006
1.2425907,-0.62488663,10.121488
1.1563994,-0.60333884,10.131064
0.9900024,-0.49799395,10.141838
0.8655039,-0.5255273,10.21127
0.82719666,-0.545878,10.199299
0.8463503,-0.5279215,10.166978
0.91937345,-0.5363012,10.230424
0.9672575,-0.545878,10.13705
0.92176765,-0.56982,10.158598
0.9588778,-0.5662287,10.135853
0.9588778,-0.533907,10.156203
0.93134445,-0.5231331,10.113108
0.94690675,-0.5482722,10.158598
0.85473,-0.5722142,10.220847
0.79607207,-0.5255273,10.102334
0.7529764,-0.5327099,10.13705
0.80684596,-0.5602432,10.147824
0.85473,-0.51714754,10.192117
0.79367787,-0.52073884,10.128671
0.724246,-0.545878,10.170568
0.5434838,-0.5674258,10.266336
0.61650693,-0.51595044,10.299856
0.6500258,-0.45968673,10.235212
0.79248077,-0.46088383,10.208876
0.94930094,-0.5506664,10.110714
0.9552865,-0.5470751,10.189722
0.9528923,-0.47405192,10.014946
0.9684546,-0.44771573,10.04607
1.0079589,-0.4321534,10.2495775
1.1611878,-0.50517654,10.207679
1.0809821,-0.48961425,10.259154
0.92775315,-0.4333505,10.126276
0.6967127,-0.35314476,10.128671
0.688333,-0.4405331,10.092757
0.78649527,-0.45130703,10.188525
1.043872,-0.52073884,10.19451
1.2557588,-0.5710171,10.1226845
1.1240777,-0.50517654,10.006566
0.82121116,-0.47405192,10.120291
0.5746084,-0.5662287,10.189722
0.5674258,-0.6428431,10.268731
0.6919243,-0.56982,10.180145
0.82121116,-0.4189853,10.040085
0.89064306,-0.37948096,10.067618
0.94570965,-0.49440265,10.213664
0.9672575,-0.5231331,10.170568
0.8762778,-0.48482585,10.08318
0.6344634,-0.44891283,10.199299
0.5793968,-0.46447513,10.286688
0.79846627,-0.46447513,10.1226845
0.866701,-0.36870706,10.072407
0.7781156,-0.46447513,10.3214035
0.6835446,-0.39264908,10.335769
0.6476316,-0.28491,10.333375
0.320823,-0.2837129,10.529699
0.12689269,-0.29807812,10.691308
0.50517654,-0.37708676,10.699687
0.5758055,-0.5781997,11.216835
0.6799533,-0.8631097,11.877635
0.9983821,-1.0115502,12.120646
0.60932434,-1.1336545,11.134235
-1.1408371,-0.9888053,12.427104
-1.8004397,-0.59855044,12.163742
-0.142455,-0.8379706,11.101913
1.2114661,-1.435324,10.824186
0.7769185,-1.2593501,11.297041
-0.15562311,-1.0079589,11.834539
-0.32202014,-1.1935096,12.406754
-0.961272,-0.9959879,13.735536
-0.6751649,-1.1073183,13.354857
1.0307038,-1.2162545,11.833342
2.5510218,-0.9684546,10.662578
3.2573113,-0.5506664,9.995792
3.5422213,-0.32680854,9.012972
3.168726,-0.32680854,9.074024
1.9776106,-0.35314476,9.738416
0.760159,-0.24899697,10.134656
-0.050278235,-0.09696517,10.551247
-0.21667525,-0.027533319,9.987412
0.38307226,-0.061052144,9.26556
0.7733272,-0.095768064,9.051279
1.0749966,0.05865794,8.992621
1.0821792,0.25378537,8.943541
1.3383588,0.40701428,8.65025
1.4089876,0.5255273,8.517372
1.8926164,0.7278373,8.294712
2.2852654,0.89662856,8.1343
2.0733786,0.8595184,8.567651
1.5107412,0.79726917,8.590396
1.5143325,0.61291564,8.463503
1.6041151,0.581791,8.240842
1.5945383,0.60573304,8.4587145
1.7489643,0.5554548,8.626308
1.9416976,0.5327099,8.92319
1.8614918,0.5710171,9.147048
2.1619642,0.6512229,9.19972
2.3630772,0.82240826,9.247604
2.1631613,0.9636662,9.921572
1.5275006,1.0881647,10.189722
2.1033063,1.1827357,10.184934
2.8933928,1.270124,9.716867
3.5194764,1.3575124,9.337387
3.7181952,1.4413095,9.209297
3.454833,1.4329298,9.416395
3.228581,1.4053963,9.56723
3.1160536,1.3611037,9.712079
3.0585926,1.5095441,9.640253
3.110068,1.7597382,9.296685
3.2752678,1.8854338,9.36492
3.3722332,1.9189527,9.385271
3.3159695,1.9859903,9.473856
2.8802247,2.0207062,9.51336
2.8778305,1.8722657,9.536105
2.9724014,1.7776948,9.315839
3.1292217,1.9141643,9.184157
3.2453403,2.147599,9.082404
3.0550013,2.255338,9.131485
2.5689783,2.1691468,9.275137
2.3953989,2.0242975,9.161413
2.7832594,2.136825,9.102755
3.2010477,2.2301989,8.773552
3.6332011,2.1703439,8.690952
3.7014358,2.1871033,8.546103
3.942053,2.1643584,8.517372
4.033033,2.136825,8.582016
3.8618474,2.0398598,8.60117
3.6212301,1.8662802,9.150639
2.9843724,1.8531121,9.178172
3.3614593,1.8219875,9.045294
3.855862,1.7932571,8.845378
4.0438066,1.8339585,8.689755
3.930082,1.7872716,8.6299
3.4871547,1.8124107,9.149442
3.0334535,1.8363527,9.4535055
3.0370448,1.661576,9.552865
3.095703,1.448492,9.339781
3.1304188,1.5466543,9.045294
3.1268275,1.5107412,9.131485
2.9771898,1.459266,9.099164
2.9412768,1.4736311,8.939949
2.966416,1.3455414,8.687361
3.0059202,1.2940661,8.603564
3.264494,1.3515269,8.524555
3.4404678,1.411382,8.295909
3.2142158,1.3503298,8.7053175
3.120842,1.1875241,8.731653
3.371036,0.9864111,8.261193
3.6248214,1.0989386,7.8709383
4.0653543,1.2126632,7.4495587
4.722563,1.0498575,7.797915
4.8518496,0.8439561,8.24204
4.727351,0.89543146,9.015367
4.80636,0.9995792,9.52174
5.127183,1.1085154,9.667787
5.3606176,1.1252748,8.86932
5.519832,1.2246342,9.009381
5.3761797,1.2401965,8.839393
5.746084,0.7577648,8.639477
5.9172697,0.6332663,8.542512
5.7281275,0.6715736,8.488642
5.2061915,0.49200845,8.656237
4.8398786,0.25857377,9.291897
4.3394904,-0.0035913025,9.727641
4.010288,-0.061052144,9.368511
4.10845,0.1412579,8.9602995
3.989937,0.04309563,9.425972
3.13401,-0.46447513,10.058042
2.1320367,-0.7673417,10.329783
1.2186487,-0.5746084,9.946711
1.0522517,-0.39025488,9.518148
1.0259154,-0.62847793,9.326612
1.1324574,-0.7134721,9.758766
0.93254155,-0.7326257,10.001778
0.45250413,-0.8391677,10.514136
-0.19153613,-0.8834604,11.405977
-0.30047232,-0.91697925,11.465832
0.18195933,-0.7062895,11.275493
0.10414778,-0.56982,11.286267
0.15322891,-0.79128367,11.3138
0.61411273,-0.9576807,11.088745
0.44891283,-0.80205756,11.010934
0.16519992,-0.8523358,10.952275
-0.01316811,-0.973243,11.307815
0.053869538,-1.067814,11.0695915
0.3878607,-1.0247183,10.461464
0.81881696,-0.9983821,10.376471
1.6472107,-0.8583213,10.486604
1.4401124,-0.45370123,10.425551
0.93254155,-0.5662287,10.675745
0.6440403,-0.62967503,10.827777
0.47405192,-0.37588966,10.878056
0.50397944,-0.29209262,11.389217
0.40701428,-0.6787562,12.084733
0.39983168,-0.6919243,12.059594
0.641646,-0.5602432,11.139024
0.5734113,-0.5722142,10.132261
0.32202014,-0.4369418,9.251195
0.45609543,-0.21667525,9.212888
-0.39863458,-0.4237737,9.408015
-0.46567222,-0.24181437,9.9790325
-0.092176765,-0.34237084,10.1382475
0.52073884,-0.38067806,10.092757
1.0378864,-0.260968,10.086772
1.3180081,-0.17477672,10.024523
1.389834,-0.12808979,10.178948
1.6244658,-0.108936176,10.056845
1.9369092,-0.14604631,10.123882
1.863886,-0.03232172,10.193314
1.8411411,-0.24181437,10.424355
1.5753847,-0.272939,10.5440645
1.2569559,-0.36152446,10.016143
0.9804256,-0.48003745,9.636662
0.7374141,-0.047884032,9.941922
0.93613285,0.24181437,10.257957
1.5047557,0.16160862,10.360908
1.8148049,-0.10295067,9.874885
1.7417817,-0.38187516,9.800665
1.3706805,-0.46088383,10.150218
1.5622166,-0.61890113,10.267534
1.946486,-0.93732995,10.338163
1.8243817,-1.1061212,10.131064
1.6711528,-0.91099375,9.607931
1.7776948,-0.6751649,10.235212
1.6352397,-0.20709845,10.441113
1.3012487,0.021547815,10.235212
1.2665327,-0.17357962,10.042479
1.2401965,-0.20709845,9.805453
1.3144168,-0.4405331,9.91798
1.5837644,-0.5530606,10.07121
1.7369933,-0.5470751,10.196905
1.7262194,-0.6703765,10.169372
1.6041151,-0.6799533,10.040085
1.5286977,-0.62368953,10.020931
1.5131354,-0.6823475,10.085575
1.567005,-0.724246,10.107122
1.7274165,-0.62847793,10.105926
1.7968484,-0.48482585,10.047267
1.8447324,-0.4237737,9.941922
1.9440918,-0.47285482,9.874885
1.899799,-0.49679685,10.111911
1.6747441,-0.5542577,10.152613
1.4879963,-0.5422867,10.03769
1.5071499,-0.6332663,9.940725
1.6208745,-0.700304,10.09994
1.5346833,-0.59615624,10.217256
1.4975731,-0.51475334,10.073604
1.5095441,-0.44891283,9.957485
1.5143325,-0.47285482,10.1226845
1.5227122,-0.50876784,10.207679
1.5310919,-0.48482585,10.101137
1.5897499,-0.5267244,10.011354
1.6376339,-0.5255273,9.993398
1.6867151,-0.5530606,10.087969
1.769315,-0.59136784,10.004171
1.7262194,-0.51595044,10.010158
1.7046716,-0.47165772,10.043676
1.7034745,-0.49919105,10.056845
1.7729063,-0.5446809,10.010158
1.7549498,-0.50876784,10.03769
1.6280571,-0.46208093,10.101137
1.5406688,-0.48123455,10.032902
1.5682021,-0.5674258,9.996989
1.5993267,-0.60214174,10.070012
1.5227122,-0.5686229,10.150218
1.3790601,-0.51355624,10.127473
1.389834,-0.48722005,10.127473
1.3850456,-0.47644615,10.180145
1.3239936,-0.50158525,10.16578
1.3024458,-0.48961425,10.152613
1.4041992,-0.51834464,10.05445
1.5059528,-0.58538234,10.081984
1.6328455,-0.59017074,10.116699
1.7178397,-0.62009823,10.047267
1.7345991,-0.59495914,9.998186
1.6555905,-0.5805939,9.998186
1.5658079,-0.49799395,10.096349
1.5634137,-0.47884035,10.117896
1.5825673,-0.48961425,10.0508585
1.5442601,-0.49320555,10.028113
