mean_x,max_x,min_x,std_x,var_x,ske_x,zcr_x,mean_y,max_y,min_y,std_y,var_y,ske_y,zcr_y,mean_z,max_z,min_z,std_z,var_z,ske_z,zcr_z,handwash
-0.109595737308,0.11687948,-0.70337415,0.263255342329332,0.0693033752649338,-1.3411904256112515,1,-0.314532638846,0.11604724,-0.9790446,0.2275507090170571,0.05177932517416539,-0.4285178302444603,5,0.14557104704,0.49355033,-0.11791146,0.1734892063755042,0.030098504728802284,0.5466460104015682,1,True
0.119052620524,0.38532612,-0.094042875,0.13602819907208297,0.018503670942794235,0.31304653925542936,3,-0.6897613744,0.23003054,-1.8600183000000001,0.6049252328104179,0.3659345372907382,-0.3600570543360525,5,-0.03733485496,0.16438362,-0.15093465,0.07526090357470164,0.005664203606880537,0.5836918829305762,4,True
0.05767208546,0.35762924,-0.36462003,0.19364016339186707,0.03749651287842898,-0.7485435974163047,5,-0.8636977604,-0.056525595,-3.3950644,0.9886145681720836,0.9773587644020754,-1.473145858311297,4,-0.28402879054,-0.030559773,-0.74109113,0.22676940458841885,0.051424362857386,-0.6811938289201988,2,True
-0.0399274408586,0.40023983,-0.57447714,0.23394979725545206,0.05473250763586713,-0.12648324006514886,5,0.431876838636,2.0186095,-1.2070112,0.7573451481622597,0.5735716734449151,-0.11542332738916104,6,-0.03194461639,0.39767653,-0.305398,0.1718617670575912,0.02953646697615774,0.6220791085349185,7,True
-0.21729396786,0.09770472,-0.5936519,0.24479041090912748,0.05992234527305948,-0.0837488660576095,3,-0.07280283515199999,1.3208613,-1.1260511,0.7378446178832258,0.5444146801392434,0.4082211759631482,3,-0.0053556175199999945,0.70234215,-0.7879628000000001,0.4596512438653076,0.21127926598692445,-0.26097152038536436,1,True
0.05253750765999999,2.3954802,-2.2799654,1.1597943014017826,1.3451228215640492,0.006678768486402614,7,-0.3039439109,1.4146045,-1.4914367,0.7528252871643365,0.5667459129940657,0.24934199803448648,6,-0.12560266620000002,0.7364305999999999,-0.44388238,0.2731492116636594,0.07461049183247861,1.4130033065964314,7,True
-0.07836218360000001,3.1251862,-2.7998145,1.9779645823559702,3.912343889054627,0.008329066953765731,8,-0.037073866159999996,1.9312578,-1.4498913999999998,0.6743728313571667,0.4547787156726817,0.2041950396449914,14,0.151983939946,1.688777,-0.61752045,0.47575739355102553,0.2263450975184654,1.1633604271494349,11,True
-0.16616129412,3.6631447999999995,-3.1087412999999997,2.3882960867967977,5.7039581982088965,0.231703993082678,10,0.029995181400000005,1.3687983,-1.7598833999999999,0.8174597731116515,0.6682404806557528,-0.6297957003769566,18,-0.008828379600000009,0.78649807,-0.82950807,0.3787534720333998,0.14345419257735537,-0.08315165987237327,9,True
0.06781339260000002,4.039183,-3.740443,2.5486662633537516,6.495699721957574,0.06053672742706603,10,-0.10273676747999998,1.7895776,-2.5971813,1.1036954487492834,1.2181436435898818,-0.5641218086802603,16,0.047353666600000004,0.95480984,-0.77731013,0.449687718538237,0.20221904420412468,0.16260671306414648,11,True
-0.24639699954000005,3.9614189,-3.5945017,2.2235782402913036,4.94430019069697,0.30744701112192746,10,0.15893478628,1.8886471999999999,-1.7513613000000001,0.9589153385438767,0.9195186264947176,-0.3730792147951913,18,-0.08439823526000001,0.62138206,-0.93496925,0.3819762512702762,0.14590585653449314,0.2549445734693066,13,True
