mean_x,max_x,min_x,std_x,var_x,ske_x,zcr_x,mean_y,max_y,min_y,std_y,var_y,ske_y,zcr_y,mean_z,max_z,min_z,std_z,var_z,ske_z,zcr_z,handwash
0.00029694250759999986,0.009287775,-0.017343836,0.005165899330393357,2.6686515891758534e-05,-1.5243716466924644,8,0.035449336674,0.2790327,-0.084222466,0.09235937946872422,0.008530254975847798,1.0985543493944632,2,0.0093024215036,0.08555405,-0.03908189,0.02765511080188523,0.000764805153464549,1.2090937604555188,4,False
-0.00029960563700000015,0.006091980699999999,-0.009886986,0.004200847140782403,1.7647116700219687e-05,-0.7725072630838153,2,-0.035752936724,0.022303974,-0.15452991,0.05886430549315383,0.00346500646119134,-0.882738054957545,1,-0.007720503871600001,0.010985538999999999,-0.03908189,0.012703500987630912,0.00016137893734273959,-0.6891082381714445,5,False
0.0007443535291999999,0.0050267166999999995,-0.007756456700000001,0.002272439584927743,5.163981667146573e-06,-1.0312961753973189,10,-0.0103783387792,0.035087146,-0.08954879,0.02223237701169759,0.0004942785875902593,-1.775016373173483,8,-0.005717806802,0.0035286883,-0.020972393,0.005993057979423997,3.591674394473765e-05,-0.9508066418901407,10,False
0.002235723744,0.006091980699999999,-0.0066911923,0.0023068295381495595,5.32146251807931e-06,-2.0700746944765025,19,0.0098190748774,0.044674527,-0.07250456,0.02254641187158739,0.0005083406882832568,-1.791168170144302,13,-0.003651193768,0.004593953,-0.013515542,0.004276302731800452,1.8286765054004005e-05,-0.4639318608736948,8,False
0.0018948391208,0.0039614522999999995,-0.00029960562999999996,0.0009481720544816734,8.990302448999973e-07,-0.11689285533132623,20,-0.0004926847278,0.013781858999999999,-0.012849751999999999,0.006654314536096042,4.427990194529908e-05,0.31899135085995906,16,-0.003459446242,0.0024634239,-0.012450278,0.0029442921313301853,8.668856154612845e-06,-1.109524770919675,13,False
0.0008375641561999999,0.0039614522999999995,-0.0029627666999999997,0.0012650258187095896,1.6002903220018675e-06,-0.02926537740237655,16,0.0027071032445999997,0.03295662,-0.022437132999999998,0.009733703483360234,9.474498350197913e-05,0.8332482594499908,9,0.000284958276,0.011052119,-0.0060586915,0.0036975079340867308,1.3671564922634324e-05,0.6451226124431617,10,False
-0.0003289003756000001,0.0028961876,-0.0045606634000000005,0.001430692708145866,2.0468816251417522e-06,0.10096978041224293,17,-0.0045127264592,0.017443705,-0.024101607999999997,0.010763521730316453,0.0001158534000389945,0.2561238298540764,7,7.323691019999998e-05,0.0098536955,-0.0063250074,0.003296323923221482,1.0865751406802263e-05,0.7552439596635083,11,False
-0.0004487426302,0.0018309232999999998,-0.0024301345,0.0012550981839472236,1.5752714513476186e-06,0.12233550296938035,12,-0.003880225744,0.021771342000000003,-0.03468767,0.015544549537443728,0.00024163302032204203,-0.017249765537035607,3,0.001161138188,0.0077231669999999995,-0.007190535,0.004124965419075733,1.701533970857064e-05,-0.43357476615395674,5,False
-0.0003209108968,0.0028961876,-0.003495399,0.001335206191401879,1.7827755735579109e-06,0.4776016072369031,26,-0.0015792546188,0.021771342000000003,-0.015512913,0.009422525320990029,8.878398342469825e-05,0.8056202720541626,13,-0.00024501081999999996,0.0045273737,-0.005060006,0.002724330886102179,7.421978776970285e-06,-0.001206852533560402,9,False
-0.00016245282439999998,0.0018309232999999998,-0.0032956619,0.0010377693014883465,1.0769651231116104e-06,-0.8581680863524147,14,-0.0021831263588,0.026332006,-0.014447649,0.008977917048204989,8.060299452444977e-05,1.260764207350098,9,-0.0025566346356,0.010386328,-0.016245283,0.004395162693326118,1.93174551008057e-05,0.06872776452749425,14,False
0.007868309554,0.020140156,-0.0118177775,0.00690786102151012,4.7718543892498835e-05,-0.5372737119868648,4,0.032169654596,0.1371195,-0.10149973,0.061613139834279934,0.0037961790002385325,-0.5561760740475099,5,0.012261193816800001,0.08069378,-0.025832662000000003,0.021771470234521955,0.0004739969161726754,0.9726775356801274,8,False
0.14550047514199999,0.7029747,-0.3015697,0.2695398227582922,0.07265171605257158,0.15811856877414365,1,-0.1539107377,1.2386028999999998,-2.09674,0.6410504345173074,0.41094565959482865,-0.8397007363106374,7,-0.201153882766,0.09134643,-0.49241847,0.19114252100152793,0.036535463334819544,0.06837394557292048,2,False
0.0502658343,0.30456576,-0.19397799999999998,0.16041023363760346,0.02573144305567053,0.08902181220349069,1,-0.157447416626,0.3554987,-0.8748816999999999,0.2759758978444603,0.07616269619105599,-0.5652212537527053,8,0.08452873197,0.36192358,-0.09720538,0.13279554427188736,0.017634656578466794,0.5618698747142177,1,False
-0.16023041872,0.52827126,-0.60943115,0.32837812103473846,0.10783219037430535,0.4491843027898582,1,0.351493320034,1.5027885,-0.5989781999999999,0.5790206739221329,0.33526494082924085,0.5080787369788056,2,0.05342301102,0.44075316,-0.44767737,0.24353732397533226,0.05931042816906594,-0.6239390256399442,2,False
-0.0205742506988,0.1117529,-0.084255755,0.035789500705374205,0.0012808883607399806,0.7522917714668462,6,-0.090250534594,0.26388597,-0.52014863,0.18120249128913685,0.032834342849389714,-0.6315951026342388,8,0.06816626996,0.31079090000000004,-0.04181163,0.08923510926765807,0.007962904726010876,1.0393723130028807,6,False
-0.0019108181172,0.0052264538,-0.0118177775,0.0035835228135812714,1.2841635755457432e-05,-0.5195560277833683,11,-0.029679598134,0.10196578,-0.11854396,0.06144370662213733,0.0037753290834672826,0.7632656879879992,6,-0.0024607608092,0.07536746,-0.055660065,0.03884179830853806,0.0015086852958411502,0.35765031831162913,3,False
0.009892311861200001,0.13731924,-0.09490839999999999,0.0394203005762038,0.0015539600975182535,1.046177843817867,4,-0.043080625312,0.08066049,-0.3656853,0.10494537136929559,0.011013530971839366,-1.54668943986241,6,0.05617139328,0.30546457,-0.050333746,0.10406852020225078,0.01083025689708628,1.1290043915891648,2,False
0.0078256987724,0.051032823,-0.021405157,0.01608249066090656,0.00025864650585814673,0.643148950632633,3,0.085219823126,0.2361891,-0.11641343,0.08575862386817575,0.007354541567763243,-0.3307585559203616,8,0.011749866769999999,0.07643272,-0.07163903,0.0460265486626226,0.0021184431817927664,-0.14945095634472183,4,False
0.0027976507988,0.010552776000000002,-0.0022303974,0.002951205918539055,8.709616373619946e-06,0.2763228377333671,13,-0.0167685939426,0.04657203,-0.108956575,0.044878174714577945,0.002014050565712183,-0.7303689015449502,3,-0.013923006046,0.013582122,-0.059921123,0.017378855121716753,0.00030202460534162065,-0.9889150893419032,1,False
0.0001344896536,0.0041611893,-0.0032956619,0.0018674244630049353,3.4872741250292706e-06,-0.018809387385255134,10,-0.0138071586478,0.057224672000000004,-0.11428289999999999,0.040177093240102636,0.001614198821223901,-0.8313774946997317,8,-0.00022370565559999957,0.030626353,-0.050333746,0.020290832278438076,0.0004117178745517046,-0.5573252556890752,6,False
-0.00014247910479999997,0.0052264538,-0.0064914552,0.002527848185908032,6.390016450998528e-06,-0.3407839940678621,9,-0.0238419493226,0.01780989,-0.062084943,0.026458650029721923,0.0007000601613953039,0.15458634329513568,3,-0.0075527247684,0.0231695,-0.036485307,0.017342396776167297,0.00030075872594201785,0.07792813272598335,6,False
6.657914399999955e-06,0.0041611893,-0.0022303974,0.0016705247773135116,2.790653031618357e-06,0.8916624858163743,9,0.0088403632814,0.038049914,-0.023735423,0.016564762401000608,0.0002743913534016034,-0.047199737733255955,6,0.0036325517656,0.024234766,-0.019441076,0.010660489599642248,0.00011364603850408054,-0.030272069782327007,6,False
-1.4647380399999985e-05,0.0020306604000000002,-0.0032956619,0.0012703209690434112,1.6137153643913914e-06,-0.15498583089378598,15,0.008456868022799999,0.038049914,-0.018409101,0.014997770183109538,0.00022493311046536951,0.1392805185338621,9,0.003206446006,0.019973708,-0.016245283,0.009576044119834185,9.170062098501086e-05,-0.11829658501539321,9,False
-0.00054994273744,0.0032290828,-0.004227768,0.0016019428530288766,2.5662209043702967e-06,-0.0049209983663180915,14,-0.008337025738000001,0.021272,-0.05542704,0.01837519612642103,0.0003376478326844384,-0.6550626357831132,9,-0.005269730018,0.0118177775,-0.026531742999999997,0.010188387821098904,0.00010380324639311646,0.02102808143052345,9,False
0.0002676477001999999,0.0032290828,-0.004227768,0.0015413125829775766,2.375644478445009e-06,-0.5937214130585065,19,-0.00553005391,0.017010942,-0.029860694,0.012571925615909628,0.0001580533136919647,0.275994397493286,9,0.002549976722,0.019274628000000002,-0.013748568999999999,0.007736555725740707,5.9854294497491314e-05,0.4144776689554255,9,False
-0.00032890036864,0.0042943470000000004,-0.0052930326,0.0020711107313694465,4.289499661593684e-06,-0.3705870380152783,9,-0.00972719556,0.037250966,-0.07779759,0.03179828725533622,0.0010111310723728778,-0.5767169148972267,4,-0.0024993765764,0.028862008999999997,-0.039314914,0.018317592832451712,0.0003355342071754863,-0.34019339130054,5,False
0.0005446164430799999,0.0064248759999999995,-0.004227768,0.002044437869610285,4.17972620269664e-06,0.4333106779007678,12,0.004845621515999999,0.04257729,-0.046904925,0.02808719409063415,0.0007888904718849538,-0.4351617978262742,7,0.0018469021320000002,0.037384123,-0.033988595,0.016699368305176952,0.00027886890179194856,-0.14567881922971565,7,False
-9.454220208000005e-05,0.0032290828,-0.0052930326,0.0019326340947922649,3.735074544353517e-06,-0.7521031058027223,10,-0.022169484172,0.021272,-0.08418918,0.030618417797188074,0.0009374875084031634,-0.41222604761392356,7,-0.005524727718,0.022470422,-0.044641238,0.01802558888108435,0.00032492185450987176,-0.4173327538453547,9,False
-0.00022237392380000006,0.0032290828,-0.0052930326,0.0017820085444690396,3.175554452560665e-06,-0.7776446834003302,8,-0.006872287012,0.020206735,-0.05329651,0.016612228807948805,0.0002759661459676442,-0.8283643056592498,7,-0.0009867011544000001,0.013948306,-0.029727535,0.009769214346935708,9.543754895637447e-05,-1.3548373378038598,8,False
-3.062633008000007e-05,0.0021638182999999997,-0.0031625037,0.0012439777684938968,1.547480688507055e-06,-0.4267107383584991,14,-0.00717056098828,0.010619354,-0.02453437,0.007736555342327123,5.985428856489035e-05,-0.15867429808598127,10,0.00022770024880000006,0.010752513,-0.0052264538,0.0032825895747755286,1.0775394316424986e-05,1.061347025022053,17,False
0.00035686360267999983,0.0027630296999999996,-0.0046938215000000005,0.0016859956863008476,2.842581454225066e-06,-0.5945510841563477,16,0.0021498368954000003,0.05898902,-0.026232136,0.02073602834584511,0.00042998287155969185,0.8032864749620827,7,-0.0031438616906,0.017410416,-0.03691807,0.012261723683650503,0.00015034986769419566,-0.9299517970383384,8,False
